Genes	Categories
A0A026W9I9	ko01000
A0A026W9I9	ko01004
A0A026WLR8	ko00000
A0A026WLR8	ko01000
A0A026WLR8	ko03016
A0A026VXI4	ko00000
A0A026VXI4	ko00001
A0A026VXI4	ko00002
A0A026VXI4	ko03041
A0A026WES8	ko00000
A0A026WES8	ko00001
A0A026WES8	ko00002
A0A026WES8	ko01000
A0A026VX94	ko00000
A0A026VX94	ko01000
A0A026VX94	ko04121
A0A026WTK2	ko00000
A0A026WTK2	ko00001
A0A026WTK2	ko01000
A0A026WDZ9	br01611
A0A026WDZ9	ko00000
A0A026WDZ9	ko00001
A0A026WDZ9	ko00002
A0A026WDZ9	ko03021
A0A026WKZ2	ko00000
A0A026WKZ2	ko00001
A0A026WKZ2	ko04031
A0A026WKZ2	ko04147
A0A026VZA2	ko00000
A0A026VZA2	ko04030
A0A026WC09	ko00000
A0A026WC09	ko00001
A0A026WC09	ko00002
A0A026WC09	ko03021
A0A026WC09	ko03400
A0A026X561	ko00000
A0A026X561	ko00001
A0A026X561	ko00002
A0A026X561	ko01000
A0A026X561	ko01002
A0A026X561	ko03051
A0A026W4A8	ko00000
A0A026W4A8	ko03036
A0A026WPR1	ko00000
A0A026WPR1	ko00001
A0A026WPR1	ko02000
A0A026W5W1	ko00000
A0A026W5W1	ko00001
A0A026W5W1	ko01000
A0A026W5W1	ko03041
A0A026W5W1	ko03110
A0A026VUR9	ko00000
A0A026VUR9	ko00001
A0A026VUR9	ko00002
A0A026WIY0	ko00000
A0A026WIY0	ko00001
A0A026WIY0	ko00002
A0A026WIY0	ko01000
A0A026WIY0	ko03019
A0A026WPD3	ko00000
A0A026WPD3	ko03036
A0A026WJX4	ko00000
A0A026WJX4	ko00001
A0A026WJX4	ko00002
A0A026WFU0	ko00000
A0A026WFU0	ko00001
A0A026WFU0	ko00002
A0A026WFU0	ko03019
A0A026WFU0	ko03036
A0A026X0Q8	ko00000
A0A026X0Q8	ko00001
A0A026X0Q8	ko00002
A0A026X0Q8	ko03041
A0A026W5Y4	ko00000
A0A026W5Y4	ko00001
A0A026W5Y4	ko00002
A0A026W5Y4	ko01000
A0A026VVY1	ko00000
A0A026VVY1	ko00001
A0A026VVY1	ko00002
A0A026VVY1	ko03400
A0A026W4W0	ko00000
A0A026W4W0	ko00001
A0A026W4W0	ko01009
A0A026W4W0	ko03029
A0A026W4W0	ko03051
A0A026W4W0	ko03110
A0A026W4W0	ko04131
A0A026W4W0	ko04147
A0A026X293	ko00000
A0A026X293	ko00001
A0A026X293	ko01000
A0A026WND6	ko00000
A0A026WND6	ko00001
A0A026WND6	ko01000
A0A026WND6	ko03036
A0A026W827	ko00000
A0A026W827	ko00001
A0A026W827	ko03000
A0A026VX55	ko00000
A0A026VX55	ko03000
A0A026VX55	ko03310
A0A026VXK5	ko00000
A0A026VXK5	ko00001
A0A026VXK5	ko04131
A0A026WZK0	ko00000
A0A026WZK0	ko00001
A0A026WZK0	ko04131
A0A026X443	ko00000
A0A026X443	ko00001
A0A026X443	ko04131
A0A026X443	ko04147
A0A026VZK5	ko00000
A0A026VZK5	ko03041
A0A026WK21	ko00000
A0A026WK21	ko01009
A0A026WK21	ko03400
A0A026X1Q3	ko00000
A0A026X1Q3	ko01000
A0A026WYM3	ko00000
A0A026WYM3	ko03000
A0A026WWF1	ko00000
A0A026WWF1	ko00001
A0A026WWF1	ko00002
A0A026WWF1	ko01000
A0A026WWS3	ko00000
A0A026WWS3	ko03009
A0A026X1E4	ko00000
A0A026X1E4	ko00001
A0A026X1E4	ko01000
A0A026WTG9	ko00000
A0A026WTG9	ko00001
A0A026WTG9	ko00002
A0A026WTG9	ko01000
A0A026WTG9	ko03019
A0A026WTG9	ko04147
A0A026WQA4	ko00000
A0A026WQA4	ko03009
A0A026WAK3	ko00000
A0A026WAK3	ko01000
A0A026X1M2	ko00000
A0A026X1M2	ko00001
A0A026X1M2	ko00002
A0A026X1M2	ko03041
A0A026WVE3	ko00000
A0A026WVE3	ko01000
A0A026WVE3	ko01001
A0A026WXV8	ko00000
A0A026WXV8	ko03041
A0A026WNA1	ko00000
A0A026WNA1	ko04030
A0A026WSE3	ko00000
A0A026WSE3	ko02000
A0A026WZI7	ko00000
A0A026WZI7	ko00001
A0A026WZI7	ko01000
A0A026WZI7	ko01004
A0A026W5Z7	br01610
A0A026W5Z7	ko00000
A0A026W5Z7	ko00001
A0A026W5Z7	ko00002
A0A026W5Z7	ko03011
A0A026W5Z2	ko00000
A0A026W5Z2	ko00001
A0A026W5Z2	ko02000
A0A026WVX0	ko00000
A0A026WVX0	ko04031
A0A026VZ13	ko00000
A0A026VZ13	ko00001
A0A026VZ13	ko00002
A0A026VZ13	ko03019
A0A026WAF3	ko00000
A0A026WAF3	ko00001
A0A026WAF3	ko04516
A0A026W2T2	ko00000
A0A026WQC4	ko00000
A0A026WQC4	ko00001
A0A026WQC4	ko03036
A0A026WWD6	ko00000
A0A026WWD6	ko00001
A0A026WWD6	ko04131
A0A026W7U7	ko00000
A0A026W7U7	ko00001
A0A026W7U7	ko00002
A0A026W7U7	ko01000
A0A026X405	ko00000
A0A026X405	ko01000
A0A026X405	ko01002
A0A026X405	ko03009
A0A026X405	ko04121
A0A026WEX5	ko00000
A0A026WEX5	ko00001
A0A026WEX5	ko01000
A0A026WEX5	ko03009
A0A026WEX5	ko03041
A0A026WZ14	ko00000
A0A026WZ14	ko01000
A0A026WZ14	ko03012
A0A026W067	ko00000
A0A026W067	ko01000
A0A026W067	ko01001
A0A026VUK7	ko00000
A0A026VUK7	ko00001
A0A026VUK7	ko02000
A0A026VUK7	ko04147
A0A026W7H7	ko00000
A0A026W7H7	ko03016
A0A026W7H7	ko03036
A0A026WUL7	ko00000
A0A026WUL7	ko00001
A0A026W3A1	ko00000
A0A026W3A1	ko01000
A0A026W3A1	ko01002
A0A026W3A1	ko04121
A0A026WL01	ko00000
A0A026WL01	ko00001
A0A026WL01	ko00002
A0A026VVG0	ko00000
A0A026VVG0	ko03000
A0A026X349	ko00000
A0A026X349	ko00001
A0A026X349	ko00002
A0A026X349	ko01000
A0A026X349	ko01004
A0A026W3C0	ko00000
A0A026W699	ko00000
A0A026W699	ko00001
A0A026W699	ko00002
A0A026W699	ko01000
A0A026W699	ko04121
A0A026W8F2	ko00000
A0A026W8F2	ko01000
A0A026WWF7	ko00000
A0A026WWF7	ko00001
A0A026WWF7	ko00002
A0A026WWF7	ko03019
A0A026WWF7	ko03029
A0A026WWF7	ko04121
A0A026WWF7	ko04812
A0A026W7A3	ko00000
A0A026W7A3	ko04812
A0A026X3H5	ko00000
A0A026X3H5	ko04812
A0A026W4Y9	ko00000
A0A026W4Y9	ko00001
A0A026W4Y9	ko01009
A0A026W4Y9	ko03400
A0A026WK02	ko00000
A0A026WK02	ko04131
A0A026WR23	ko00000
A0A026WR23	ko04030
A0A026WSW1	ko00000
A0A026WSW1	ko03110
A0A026WSW1	ko04131
A0A026WQH3	ko00000
A0A026WQH3	ko02000
A0A026VUU1	ko00000
A0A026VUU1	ko00001
A0A026VUU1	ko00002
A0A026VUU1	ko03000
A0A026W923	ko00000
A0A026W923	ko04030
A0A026WTR2	ko00000
A0A026WTR2	ko01000
A0A026WQM8	ko00000
A0A026WQM8	ko01000
A0A026WQM8	ko03029
A0A026W5Q5	ko00000
A0A026W5Q5	ko00001
A0A026W5Q5	ko04031
A0A026W5Q5	ko04131
A0A026W5Q5	ko04147
A0A026WLF9	ko00000
A0A026WLF9	ko00001
A0A026WLF9	ko03019
A0A026WLF9	ko04147
A0A026W2D5	ko00000
A0A026W2D5	ko01000
A0A026W2D5	ko01002
A0A026W2D5	ko04121
A0A026WCQ4	ko00000
A0A026WCQ4	ko03021
A0A026WZT6	ko00000
A0A026WZT6	ko01000
A0A026WZT6	ko03036
A0A026W9X1	ko00000
A0A026W9X1	ko00001
A0A026W9X1	ko00002
A0A026W9X1	ko01000
A0A026X4D5	ko00000
A0A026X4D5	ko00001
A0A026X4D5	ko01000
A0A026X4D5	ko03029
A0A026WBF6	ko00000
A0A026WBF6	ko00001
A0A026WBF6	ko04131
A0A026WWB2	ko00000
A0A026WWB2	ko00001
A0A026WWB2	ko00002
A0A026WWB2	ko01000
A0A026WWB2	ko01003
A0A026VZ17	ko00000
A0A026VZ17	ko00001
A0A026VZ17	ko04121
A0A026WWY7	ko00000
A0A026WWY7	ko01000
A0A026VTV7	ko00000
A0A026VTV7	ko00001
A0A026VTV7	ko04131
A0A026X2J4	ko00000
A0A026X2J4	ko00001
A0A026X2J4	ko00002
A0A026X2J4	ko03051
A0A026X3K8	ko00000
A0A026X3K8	ko03036
A0A026VYJ3	ko00000
A0A026VYJ3	ko00001
A0A026VYJ3	ko00002
A0A026VYJ3	ko01000
A0A026VY24	ko00000
A0A026VY24	ko00001
A0A026VY24	ko04131
A0A026X1J8	ko00000
A0A026X1J8	ko00001
A0A026X1J8	ko01000
A0A026X1J8	ko01009
A0A026X1J8	ko03019
A0A026X1J8	ko03021
A0A026X1J8	ko03041
A0A026VYP7	ko00000
A0A026VYP7	ko00001
A0A026W9L0	ko00000
A0A026W9L0	ko00001
A0A026W9L0	ko01000
A0A026W9L0	ko03036
A0A026WUA4	ko00000
A0A026WUA4	ko00001
A0A026WUA4	ko00002
A0A026WUA4	ko01000
A0A026WUA4	ko03400
A0A026WLV6	ko00000
A0A026WLV6	ko04131
A0A026W360	ko00000
A0A026W360	ko00001
A0A026W360	ko01000
A0A026W360	ko01009
A0A026WMB6	ko00000
A0A026WMB6	ko00001
A0A026WMB6	ko01000
A0A026WMB6	ko04147
A0A026WBG8	ko00000
A0A026WBG8	ko01000
A0A026WBG8	ko03016
A0A026WBG8	ko03036
A0A026VUK0	ko00000
A0A026VUK0	ko00001
A0A026WZC8	ko00000
A0A026WZC8	ko01000
A0A026WXX0	ko00000
A0A026WXX0	ko00001
A0A026WXX0	ko03012
A0A026WXX0	ko03019
A0A026W6Y7	ko00000
A0A026W6Y7	ko00001
A0A026W6Y7	ko01009
A0A026W6Y7	ko02000
A0A026W6Y7	ko03036
A0A026X2Y2	ko00000
A0A026X2Y2	ko00001
A0A026X2Y2	ko00002
A0A026X2Y2	ko01000
A0A026WCL2	ko00000
A0A026WCL2	ko00001
A0A026WHK3	ko00000
A0A026WHK3	ko00001
A0A026WHK3	ko03021
A0A026WNR1	ko00000
A0A026WNR1	ko00001
A0A026WNR1	ko00002
A0A026WNR1	ko01000
A0A026WNR1	ko03400
A0A026W6Q6	ko00000
A0A026W6Q6	ko00001
A0A026W6Q6	ko00002
A0A026W6Q6	ko01000
A0A026WBK9	ko00000
A0A026WBK9	ko00001
A0A026WBK9	ko00002
A0A026WBK9	ko03041
A0A026WW32	ko00000
A0A026WW32	ko00001
A0A026WW32	ko01000
A0A026WW32	ko03032
A0A026WW32	ko03400
A0A026WW32	ko04147
A0A026WZC9	ko00000
A0A026WZC9	ko03016
A0A026WP31	ko00000
A0A026WP31	ko03000
A0A026WP31	ko03019
A0A026W551	ko00000
A0A026W551	ko00001
A0A026W551	ko00002
A0A026W551	ko01000
A0A026W551	ko03019
A0A026WED9	ko00000
A0A026WED9	ko03000
A0A026WH65	ko00000
A0A026WH65	ko00001
A0A026WH65	ko01000
A0A026WH65	ko01004
A0A026W748	ko00000
A0A026W748	ko01000
A0A026W748	ko03029
A0A026WKF8	ko00000
A0A026WKF8	ko04121
A0A026X1X4	ko00000
A0A026X1X4	ko01000
A0A026WCD1	ko00000
A0A026WCD1	ko04147
A0A026W1C1	ko00000
A0A026W1C1	ko00001
A0A026W1C1	ko01000
A0A026WW48	ko00000
A0A026WW48	ko00001
A0A026WW48	ko00002
A0A026WW48	ko01000
A0A026WW48	ko01001
A0A026W290	ko00000
A0A026W290	ko00001
A0A026W290	ko00002
A0A026W290	ko01000
A0A026W290	ko03041
A0A026W290	ko03110
A0A026W6K1	ko00000
A0A026W6K1	ko01000
A0A026W6K1	ko04121
A0A026WDE8	ko00000
A0A026WDE8	ko04812
A0A026X2W7	ko00000
A0A026X2W7	ko00001
A0A026X2W7	ko00002
A0A026X2W7	ko01000
A0A026W0A2	ko00000
A0A026W0A2	ko01000
A0A026WPF5	ko00000
A0A026WPF5	ko04030
A0A026WEJ8	ko00000
A0A026WEJ8	ko00001
A0A026WEJ8	ko04131
A0A026W0L2	ko00000
A0A026W0L2	ko00001
A0A026W0L2	ko01000
A0A026W4S0	ko00000
A0A026W4S0	ko00001
A0A026W4S0	ko04030
A0A026W797	ko00000
A0A026W797	ko00001
A0A026W797	ko04040
A0A026WDD8	ko00000
A0A026WDD8	ko00001
A0A026WDD8	ko03036
A0A026WIS7	ko00000
A0A026WIS7	ko00001
A0A026WIS7	ko00537
A0A026WIS7	ko01000
A0A026X0B3	ko00000
A0A026X0B3	ko00001
A0A026X0B3	ko01000
A0A026X0B3	ko01001
A0A026WRL3	ko00000
A0A026WRL3	ko01000
A0A026WRL3	ko03029
A0A026WRL3	ko03041
A0A026VT86	ko00000
A0A026VT86	ko03029
A0A026WDI5	ko00000
A0A026WDI5	ko00001
A0A026WDI5	ko00002
A0A026WDI5	ko01000
A0A026WCC0	ko00000
A0A026WCC0	ko01000
A0A026WCC0	ko01002
A0A026W0R3	ko00000
A0A026W0R3	ko04131
A0A026WW67	ko00000
A0A026WW67	ko00001
A0A026WW67	ko01000
A0A026WW67	ko03021
A0A026WW67	ko03036
A0A026WUE7	ko00000
A0A026WUE7	ko00001
A0A026WXJ9	ko00000
A0A026WXJ9	ko02000
A0A026X3M2	br01610
A0A026X3M2	ko00000
A0A026X3M2	ko00001
A0A026X3M2	ko00002
A0A026X3M2	ko03011
A0A026WUF2	ko00000
A0A026WUF2	ko00001
A0A026WUF2	ko01000
A0A026WUF2	ko04121
A0A026WYT2	ko00000
A0A026WYT2	ko00001
A0A026WYT2	ko00002
A0A026WYT2	ko01000
A0A026X2P4	ko00000
A0A026X2P4	ko01000
A0A026X2P4	ko01003
A0A026WAS0	ko00000
A0A026WAS0	ko00001
A0A026WAS0	ko03041
A0A026WT30	ko00000
A0A026WT30	ko03036
A0A026VZC6	ko00000
A0A026VZC6	ko00001
A0A026VZC6	ko00002
A0A026VZC6	ko01000
A0A026VZC6	ko01003
A0A026WU39	ko00000
A0A026WU39	ko02000
A0A026WYS0	br01610
A0A026WYS0	ko00000
A0A026WYS0	ko00001
A0A026WYS0	ko00002
A0A026WYS0	ko03011
A0A026W0J7	ko00000
A0A026W0J7	ko00001
A0A026W0J7	ko01000
A0A026W0J7	ko03036
A0A026VZN4	ko00000
A0A026VZN4	ko02000
A0A026WI92	ko00000
A0A026WI92	ko04040
A0A026WT93	ko00000
A0A026WT93	ko01000
A0A026WT93	ko03009
A0A026WAN4	ko00000
A0A026WAN4	ko00001
A0A026WAN4	ko00002
A0A026WAN4	ko01000
A0A026VXM1	ko00000
A0A026VXM1	ko00001
A0A026VXM1	ko00002
A0A026VXM1	ko03041
A0A026W1J7	ko00000
A0A026W1J7	ko00001
A0A026W1J7	ko01000
A0A026W1J7	ko01002
A0A026W1J7	ko03029
A0A026VXR1	ko00000
A0A026VXR1	ko00001
A0A026VXR1	ko03000
A0A026VXV0	ko00000
A0A026VXV0	ko00001
A0A026VXV0	ko00002
A0A026VXV0	ko01000
A0A026WRP5	ko00000
A0A026WRP5	ko03000
A0A026WK73	ko00000
A0A026WK73	ko03021
A0A026WFX7	ko00000
A0A026WFX7	ko00001
A0A026WFX7	ko00002
A0A026WFX7	ko01000
A0A026WWU4	ko00000
A0A026WWU4	ko00001
A0A026WWU4	ko01000
A0A026WWU4	ko01003
A0A026WB04	ko00000
A0A026WB04	ko04090
A0A026WZP0	ko00000
A0A026WZP0	ko01000
A0A026X5A3	ko00000
A0A026X5A3	ko00001
A0A026X5A3	ko02044
A0A026WRQ2	ko00000
A0A026WRQ2	ko04030
A0A026WP09	ko00000
A0A026WP09	ko00001
A0A026WP09	ko01000
A0A026WP09	ko01001
A0A026WP09	ko03036
A0A026WT39	ko00000
A0A026WT39	ko00001
A0A026WT39	ko03012
A0A026WDH3	ko00000
A0A026WDH3	ko00001
A0A026WDH3	ko00002
A0A026WDH3	ko01000
A0A026W577	ko00000
A0A026W577	ko00001
A0A026W577	ko03110
A0A026W577	ko04147
A0A026WIX7	ko00000
A0A026WIX7	ko00001
A0A026WIX7	ko00002
A0A026WIX7	ko01000
A0A026WMU4	ko00000
A0A026WMU4	ko03036
A0A026WDJ3	ko00000
A0A026WDJ3	ko00001
A0A026WDJ3	ko04131
A0A026X2G5	br01610
A0A026X2G5	ko00000
A0A026X2G5	ko00001
A0A026X2G5	ko00002
A0A026X2G5	ko03009
A0A026X2G5	ko03011
A0A026WJJ6	ko00000
A0A026WJJ6	ko00001
A0A026WJJ6	ko00002
A0A026WJJ6	ko01000
A0A026WEC6	ko00000
A0A026WEC6	ko00001
A0A026WEC6	ko04131
A0A026WIM4	ko00000
A0A026WIM4	ko00001
A0A026WIM4	ko00002
A0A026WIM4	ko01000
A0A026W796	ko00000
A0A026W796	ko01000
A0A026W796	ko03016
A0A026W1X5	ko00000
A0A026W1X5	ko01000
A0A026W1X5	ko03019
A0A026W6I1	ko00000
A0A026W6I1	ko00001
A0A026W6I1	ko00002
A0A026W6I1	ko01000
A0A026X1F4	ko00000
A0A026X1F4	ko00001
A0A026X1F4	ko01000
A0A026X3C0	ko00000
A0A026X3C0	ko00001
A0A026X3C0	ko01000
A0A026X3C0	ko01002
A0A026X3C0	ko03029
A0A026X3C0	ko04131
A0A026WFB0	ko00000
A0A026WFB0	ko00001
A0A026WFB0	ko00002
A0A026WFB0	ko03036
A0A026WFB0	ko04121
A0A026WVJ3	ko00000
A0A026WVJ3	ko00001
A0A026WVJ3	ko01000
A0A026WVJ3	ko03110
A0A026VZA5	ko00000
A0A026VZA5	ko04030
A0A026X1W8	ko00000
A0A026X1W8	ko01000
A0A026X1W8	ko01001
A0A026X1W8	ko04131
A0A026X2H0	ko00000
A0A026X2H0	ko00001
A0A026X2H0	ko00002
A0A026X2H0	ko03036
A0A026X2H0	ko04121
A0A026W0N8	ko00000
A0A026W0N8	ko03036
A0A026W0N8	ko04812
A0A026W2J0	ko00000
A0A026W2J0	ko00001
A0A026W2J0	ko01000
A0A026W2J0	ko01003
A0A026W1F8	ko00000
A0A026W1F8	ko00001
A0A026W1F8	ko00002
A0A026W1F8	ko04131
A0A026W1F8	ko04147
A0A026WCP7	ko00000
A0A026WCP7	ko00001
A0A026WCP7	ko00002
A0A026WCP7	ko04131
A0A026WCP7	ko04147
A0A026WAL1	ko00000
A0A026WAL1	ko02000
A0A026WAL1	ko04131
A0A026VW07	ko00000
A0A026VW07	ko01000
A0A026VW07	ko03036
A0A026WYP5	ko00000
A0A026WYP5	ko00001
A0A026WYP5	ko02000
A0A026W152	ko00000
A0A026W152	ko03036
A0A026VWY4	ko00000
A0A026VWY4	ko00001
A0A026VWY4	ko02000
A0A026WAH0	ko00000
A0A026WAH0	ko00001
A0A026WAH0	ko01000
A0A026WDM5	ko00000
A0A026WDM5	ko00001
A0A026WDM5	ko01000
A0A026WDM5	ko03029
A0A026WDM5	ko03036
A0A026WS75	ko00000
A0A026WS75	ko00001
A0A026WS75	ko04131
A0A026W3P0	ko00000
A0A026W3P0	ko00001
A0A026W3P0	ko01000
A0A026W3P0	ko03036
A0A026WXD0	ko00000
A0A026WXD0	ko00001
A0A026WXD0	ko00002
A0A026WXD0	ko01000
A0A026WXD0	ko01002
A0A026WXD0	ko03051
A0A026VVY8	ko00000
A0A026VVY8	ko00001
A0A026WNZ9	ko00000
A0A026WNZ9	ko00001
A0A026WNZ9	ko03000
A0A026W6N5	ko00000
A0A026W6N5	ko00001
A0A026W6N5	ko00536
A0A026W6N5	ko03029
A0A026W6N5	ko03110
A0A026WXN3	ko00000
A0A026WXN3	ko00001
A0A026WXN3	ko00002
A0A026WXN3	ko01000
A0A026WD91	ko00000
A0A026WD91	ko00001
A0A026WD91	ko04131
A0A026X2U1	ko00000
A0A026X2U1	ko00001
A0A026X2U1	ko00002
A0A026X2U1	ko01000
A0A026X2U1	ko01007
A0A026X2U1	ko03016
A0A026WLZ8	ko00000
A0A026WLZ8	ko00001
A0A026WLZ8	ko00002
A0A026WLZ8	ko01000
A0A026WDK9	ko00000
A0A026WDK9	ko00001
A0A026WDK9	ko03036
A0A026WJE5	ko00000
A0A026WJE5	ko00001
A0A026WJE5	ko01000
A0A026WSV4	ko00000
A0A026WSV4	ko00001
A0A026WSV4	ko03021
A0A026WPW1	ko00000
A0A026WPW1	ko00001
A0A026WPW1	ko01000
A0A026VVM0	ko00000
A0A026VVM0	ko00001
A0A026VVM0	ko00002
A0A026VVM0	ko01000
A0A026VVM0	ko01007
A0A026X2Q5	ko00000
A0A026X2Q5	ko00001
A0A026X2Q5	ko01000
A0A026X2Q5	ko01009
A0A026VSY7	ko00000
A0A026VSY7	ko00001
A0A026VSY7	ko03051
A0A026VSY7	ko04131
A0A026WFC0	ko00000
A0A026WFC0	ko00001
A0A026WFC0	ko03036
A0A026WFC0	ko04147
A0A026W427	ko00000
A0A026W427	ko03021
A0A026WA76	ko00000
A0A026WA76	ko00001
A0A026WA76	ko03000
A0A026VX70	ko00000
A0A026VX70	ko00001
A0A026VX70	ko02044
A0A026VVR8	ko00000
A0A026VVR8	ko00001
A0A026VVR8	ko00002
A0A026VVR8	ko04131
A0A026VVR8	ko04147
A0A026X1G9	ko00000
A0A026X1G9	ko03009
A0A026VZ20	ko00000
A0A026VZ20	ko04121
A0A026W0U9	ko00000
A0A026W0U9	ko00001
A0A026W0U9	ko00002
A0A026W0U9	ko00536
A0A026W9R8	ko00000
A0A026W9R8	ko01000
A0A026W9R8	ko01001
A0A026W5U0	ko00000
A0A026W5U0	ko00001
A0A026W5U0	ko04131
A0A026VUL1	ko00000
A0A026VUL1	ko00001
A0A026VUL1	ko00002
A0A026WW52	ko00000
A0A026WW52	ko03009
A0A026W8P0	br01610
A0A026W8P0	ko00000
A0A026W8P0	ko00001
A0A026W8P0	ko00002
A0A026W8P0	ko03011
A0A026WWZ2	ko00000
A0A026WWZ2	ko01000
A0A026WWZ2	ko03036
A0A026WBQ1	br01610
A0A026WBQ1	ko00000
A0A026WBQ1	ko00001
A0A026WBQ1	ko00002
A0A026WBQ1	ko03011
A0A026WIA8	ko00000
A0A026WIA8	ko03029
A0A026WVP8	ko00000
A0A026WVP8	ko00001
A0A026WVP8	ko03400
A0A026WVP8	ko04121
A0A026WVP8	ko04131
A0A026WHN9	ko00000
A0A026WHN9	ko00001
A0A026WHN9	ko00002
A0A026WHN9	ko01000
A0A026WCF3	ko00000
A0A026WCF3	ko00001
A0A026WCF3	ko00002
A0A026WCF3	ko01000
A0A026WCF3	ko04131
A0A026W9U1	ko00000
A0A026W9U1	ko00001
A0A026W9U1	ko01000
A0A026W9U1	ko01006
A0A026WSS2	br01610
A0A026WSS2	ko00000
A0A026WSS2	ko00001
A0A026WSS2	ko00002
A0A026WSS2	ko03011
A0A026WYJ1	ko00000
A0A026WYJ1	ko04121
A0A026X1S1	ko00000
A0A026X1S1	ko01000
A0A026X1S1	ko01002
A0A026X2U3	ko00000
A0A026X2U3	ko00001
A0A026VW42	ko00000
A0A026VW42	ko03000
A0A026WFU9	ko00000
A0A026WFU9	ko04131
A0A026W225	ko00000
A0A026W225	ko00001
A0A026W225	ko00002
A0A026W225	ko01000
A0A026W225	ko04131
A0A026W6I6	ko00000
A0A026W6I6	ko00001
A0A026W6I6	ko01000
A0A026W6I6	ko04147
A0A026WTU6	ko00000
A0A026WTU6	ko00001
A0A026WTU6	ko00002
A0A026WTU6	ko01000
A0A026WTU6	ko03032
A0A026WTU6	ko03400
A0A026X0C0	ko00000
A0A026X0C0	ko00001
A0A026X0C0	ko01000
A0A026X0C0	ko03009
A0A026X0C0	ko03016
A0A026X0C0	ko03029
A0A026WV93	ko00000
A0A026WV93	ko00001
A0A026WV93	ko00002
A0A026WV93	ko01000
A0A026WLI2	ko00000
A0A026WLI2	ko00001
A0A026WLI2	ko00002
A0A026WLI2	ko03036
A0A026WLI2	ko03041
A0A026WLI2	ko04031
A0A026WLI2	ko04147
A0A026WEE2	ko00000
A0A026WEE2	ko01000
A0A026WEE2	ko04131
A0A026WG97	ko00000
A0A026WG97	ko04121
A0A026W143	ko00000
A0A026W143	ko01000
A0A026W143	ko04121
A0A026W956	ko00000
A0A026W956	ko03029
A0A026WIT4	ko00000
A0A026WIT4	ko00001
A0A026WIT4	ko03021
A0A026WIT4	ko03036
A0A026WLN9	ko00000
A0A026WLN9	ko03000
A0A026WLN9	ko03310
A0A026WLA9	ko00000
A0A026WLA9	ko00001
A0A026WLA9	ko01000
A0A026WLA9	ko03021
A0A026W9N1	ko00000
A0A026W9N1	ko03000
A0A026WI36	ko00000
A0A026WI36	ko02000
A0A026WI36	ko03029
A0A026VUR5	ko00000
A0A026VUR5	ko01000
A0A026VUR5	ko04121
A0A026W822	ko00000
A0A026W822	ko03036
A0A026W822	ko03110
A0A026W822	ko04147
A0A026VWR3	ko00000
A0A026VWR3	ko01000
A0A026VWR3	ko03400
A0A026X2G3	ko00000
A0A026X2G3	ko00001
A0A026X2G3	ko00002
A0A026WPL4	ko00000
A0A026WPL4	ko01000
A0A026WPL4	ko03012
A0A026WUW0	ko00000
A0A026WUW0	ko00001
A0A026WUW0	ko04121
A0A026X287	ko00000
A0A026X287	ko00001
A0A026X287	ko02000
A0A026W6Q8	ko00000
A0A026W6Q8	ko03009
A0A026WJQ5	ko00000
A0A026WJQ5	ko04030
A0A026WCM6	ko00000
A0A026WCM6	ko03000
A0A026WCM6	ko03036
A0A026WWI2	ko00000
A0A026WWI2	ko00001
A0A026WWI2	ko00002
A0A026WWI2	ko01000
A0A026WWI2	ko01003
A0A026WFU8	ko00000
A0A026WFU8	ko01000
A0A026WFU8	ko04131
A0A026W7W3	ko00000
A0A026W7W3	ko00001
A0A026W7W3	ko03029
A0A026WE70	ko00000
A0A026WE70	ko00001
A0A026WE70	ko00002
A0A026WE70	ko01000
A0A026WE70	ko04121
A0A026WE70	ko04131
A0A026W1G7	ko00000
A0A026W1G7	ko01000
A0A026W1G7	ko01009
A0A026W1G7	ko03009
A0A026W671	ko00000
A0A026W671	ko00001
A0A026W671	ko00002
A0A026W671	ko01000
A0A026W029	ko00000
A0A026W029	ko00001
A0A026W029	ko01000
A0A026WK46	ko00000
A0A026WK46	ko00001
A0A026WK46	ko01000
A0A026WK46	ko04121
A0A026WK46	ko04131
A0A026WXR8	ko00000
A0A026WL98	ko00000
A0A026WL98	ko00001
A0A026WL98	ko01000
A0A026WL98	ko01004
A0A026WPJ4	ko00000
A0A026WPJ4	ko02000
A0A026WVL7	ko00000
A0A026WVL7	ko00001
A0A026WVL7	ko04131
A0A026WVL7	ko04147
A0A026WVL7	ko04812
A0A026W2K9	ko00000
A0A026W2K9	ko01000
A0A026W2K9	ko01009
A0A026W6N1	ko00000
A0A026W6N1	ko01000
A0A026W6N1	ko01002
A0A026X2N0	ko00000
A0A026X2N0	ko03041
A0A026WD95	br01610
A0A026WD95	ko00000
A0A026WD95	ko00001
A0A026WD95	ko00002
A0A026WD95	ko03011
A0A026W9R3	ko00000
A0A026W9R3	ko04121
A0A026WFR1	ko00000
A0A026WFR1	ko03036
A0A026WB10	ko00000
A0A026WB10	ko00001
A0A026WB10	ko03021
A0A026WYN1	ko00000
A0A026WYN1	ko03041
A0A026WT75	ko00000
A0A026WT75	ko04131
A0A026VVZ5	ko00000
A0A026VVZ5	ko01000
A0A026VW61	ko00000
A0A026VW61	ko01000
A0A026VW61	ko01009
A0A026WQW8	ko00000
A0A026WQW8	ko00001
A0A026WQW8	ko03000
A0A026WQW8	ko03310
A0A026W1G2	ko00000
